Gene,FC_2d,p.adj_2d,FC_21d,p.adj_21d,,,,,,
SPBC1604.11,-1.124528684,1.02E-08,-1.06200264,5.27E-12,,,,,,
SPBC1604.13c,-1.275372447,6.22E-08,-1.644949211,1.50E-15,,,,,,
SPBC1604.14c,2.238958906,1.74E-62,2.08061536,2.54E-54,,,,,,
SPBC1604.17c,-1.103950106,0.005865361,-0.611867499,0.114718994,,,,,,
SPBC1604.25,-2.214191773,0.006542031,-1.671645022,0.035805561,,,,,,
SPBC1652.01,2.212189793,1.03E-56,3.01500365,3.22E-123,,,,,,
SPBC1652.02,-2.601105695,1.61E-06,-4.343343063,2.10E-07,,,,,,
SPBC1683.01,4.440341306,7.00E-88,2.834678873,4.84E-64,,,,,,
SPBC1683.03c,-1.288573881,4.19E-16,-0.719136703,1.53E-07,,,,,,
SPBC1683.05,2.576394743,1.62E-44,1.893936022,2.69E-21,,,,,,
SPBC1683.07,2.908839081,5.18E-44,2.878805517,9.05E-75,,,,,,
SPBC1683.08,2.973134248,5.90E-11,2.619146769,1.03E-23,,,,,,
SPBC1683.09c,-1.335765928,0.000188734,-0.498738917,0.127917054,,,,,,
SPBC1683.12,0.198850311,0.275454906,1.81382742,4.37E-23,,,,,,
SPBC1685.01,0.175262376,0.671196852,-1.117124984,0.008312271,,,,,,
SPBC1685.05,2.63901133,2.16E-78,4.403842594,6.24E-252,,,,,,
SPBC1685.07c,1.86891704,3.34E-17,2.516263203,6.87E-43,,,,,,
SPBC1685.13,5.460249501,3.81E-265,5.023068543,0,,,,,,
SPBC1685.14c,2.39151889,7.30E-69,3.038391793,6.02E-184,,,,,,
SPBC16A3.02c,2.364968056,2.42E-67,2.591358163,1.48E-69,,,,,,
SPBC16A3.04,-1.553581195,1.59E-13,-2.06155911,6.36E-29,,,,,,
SPBC16A3.06,-1.579478542,0.000994936,-2.50668082,1.78E-05,,,,,,
SPBC16A3.10,-0.713528733,0.001579221,-1.219511919,1.23E-10,,,,,,
SPBC16A3.15c,-0.982905427,3.35E-14,-1.278067101,3.20E-36,,,,,,
SPBC16A3.16,-1.721943418,1.65E-07,-2.911338945,2.21E-12,,,,,,
SPBC16C6.01c,-1.492637633,1.07E-05,-1.310080095,0.000167617,,,,,,
SPBC16C6.02c,3.371690456,2.02E-142,3.115116229,9.89E-157,,,,,,
SPBC16C6.04,0.987994903,1.27E-07,1.361441141,2.58E-13,,,,,,
SPBC16C6.06,1.718604496,2.65E-27,1.811422252,8.99E-41,,,,,,
SPBC16C6.08c,-0.882320585,1.90E-10,-1.01049131,1.09E-22,,,,,,
SPBC16C6.10,-1.806447909,2.98E-09,-1.721897865,4.33E-08,,,,,,
SPBC16C6.12c,-1.062701793,4.78E-07,-2.07262047,1.73E-21,,,,,,
SPBC16D10.01c,-0.930655619,9.80E-09,-1.581218302,2.12E-22,,,,,,
SPBC16D10.04c,0.503327964,0.020587167,1.223653152,1.37E-20,,,,,,
SPBC16D10.05,0.713256858,1.38E-05,1.154911146,5.31E-21,,,,,,
SPBC16D10.06,-1.44396775,1.32E-19,-1.531743965,4.28E-28,,,,,,
SPBC16D10.07c,-1.33756622,8.28E-11,-0.921385036,1.08E-07,,,,,,
SPBC16D10.09,-1.443443721,5.01E-27,-2.083615928,6.57E-68,,,,,,
SPBC16E9.01c,1.550103436,4.87E-19,1.026421101,1.58E-17,,,,,,
SPBC16E9.06c,-0.731979592,0.030097276,-1.220215783,0.000799901,,,,,,
SPBC16E9.09c,-1.077720693,6.92E-11,-1.287269004,2.22E-18,,,,,,
SPBC16E9.11c,1.57893174,3.65E-25,1.259278228,2.23E-34,,,,,,
SPBC16E9.12c,-1.526758002,1.05E-07,-1.784594,1.56E-08,,,,,,
SPBC16E9.13,1.564985507,9.71E-19,1.455683644,8.07E-58,,,,,,
SPBC16E9.16c,8.368468729,2.01E-207,6.278834902,0,,,,,,
SPBC16E9.20,3.06765144,7.37E-08,3.477504561,1.46E-09,,,,,,
SPBC16G5.01,-1.705167937,1.04E-21,-1.850052641,7.33E-38,,,,,,
SPBC16G5.06,1.273564071,5.31E-13,1.522708876,2.47E-24,,,,,,
SPBC16G5.07c,-1.079853491,0.008444127,-1.665432578,0.000282345,,,,,,
SPBC16G5.10,-1.376089182,1.44E-11,-1.728495913,7.59E-19,,,,,,
SPBC16G5.17,-1.164882517,4.61E-09,-0.904251074,3.79E-07,,,,,,
SPBC16G5.18,-1.640536975,7.36E-23,-1.489251016,1.72E-19,,,,,,
SPBC16H5.04,-0.726001021,2.08E-05,-1.049017181,3.62E-11,,,,,,
SPBC16H5.05c,-1.110376855,2.56E-09,-0.901612875,4.07E-08,,,,,,
SPBC16H5.08c,-0.432399258,0.010538966,-1.37948476,2.51E-44,,,,,,
SPBC16H5.14c,-1.444885859,3.29E-08,-0.959138174,6.41E-05,,,,,,
SPBC1703.01c,-1.824874782,5.22E-22,-2.0288824,4.46E-28,,,,,,
SPBC1703.12,1.675605616,1.15E-23,1.789702816,1.74E-38,,,,,,
SPBC1706.01,0.905426801,1.87E-09,1.078565718,1.92E-19,,,,,,
SPBC1706.02c,-0.244009132,NA,3.765441003,8.33E-05,,,,,,
SPBC1709.04c,-1.001542085,0.010970843,-0.65938262,0.0747729,,,,,,
SPBC1709.09,-1.755098641,7.14E-06,-1.946728807,3.12E-06,,,,,,
SPBC1709.12,-1.608752034,3.53E-11,-1.373042827,1.48E-09,,,,,,
SPBC1709.16c,-1.971411819,0.019775547,-2.731017128,0.004994638,,,,,,
SPBC1709.18,-1.650945302,1.81E-21,-1.498349127,1.97E-22,,,,,,
SPBC1709.20,-2.456158363,0.000946879,-1.586060375,0.018665565,,,,,,
SPBC1711.05,-1.439877299,4.24E-20,-2.525670413,4.83E-67,,,,,,
SPBC1711.08,-1.206609176,4.19E-10,-1.666520211,4.24E-56,,,,,,
SPBC1711.11,1.869923308,7.36E-23,3.180218631,2.90E-134,,,,,,
SPBC1711.12,-1.622720455,3.03E-19,-1.681134666,1.75E-28,,,,,,
SPBC1711.17,1.148617281,3.05E-14,1.318446342,5.29E-24,,,,,,
SPBC1718.03,-0.265844009,0.15430992,-1.04927495,1.68E-08,,,,,,
SPBC1718.07c,3.09322582,7.37E-147,3.497813663,0,,,,,,
SPBC1734.06,-1.326497928,0.025348934,-2.621519599,0.000949181,,,,,,
SPBC1734.08,0.888752076,1.50E-07,1.052101384,3.59E-14,,,,,,
SPBC1734.09,4.718788964,1.19E-99,6.570827546,0,,,,,,
SPBC1734.12c,-1.059257599,1.30E-08,-1.383183119,2.04E-15,,,,,,
SPBC1734.15,-1.105894379,0.191549775,-0.716417821,0.412552301,,,,,,
SPBC1773.01,-0.970077573,5.42E-05,-1.195647913,9.53E-15,,,,,,
SPBC1773.02c,0.606791054,0.003115316,1.869436549,1.18E-40,,,,,,
SPBC1773.03c,1.332317606,1.59E-13,3.153772871,2.09E-158,,,,,,
SPBC1773.04,-1.613756407,1.26E-26,-1.24946269,4.07E-23,,,,,,
SPBC1773.05c,0.610473305,0.00963422,1.285839889,2.40E-17,,,,,,
SPBC1773.07c,-1.077330746,1.50E-10,-1.453938965,1.69E-46,,,,,,
SPBC1773.10c,-1.129861931,2.90E-09,-1.485681833,3.53E-52,,,,,,
SPBC1773.14,-1.408234554,3.24E-11,-0.422260544,0.009131358,,,,,,
SPBC1773.16c,0.430704466,0.113265378,1.353220703,2.23E-14,,,,,,
SPBC1773.17c,0.931695458,2.39E-10,1.274322546,1.86E-26,,,,,,
SPBC1778.01c,-0.498774522,0.011534498,-1.564591172,7.63E-48,,,,,,
SPBC1778.02,0.618357349,0.000675043,1.333540567,4.69E-22,,,,,,
SPBC1778.07,-1.131580204,8.66E-08,-1.294279832,2.56E-08,,,,,,
SPBC1778.09,-0.795373114,1.49E-07,-1.196003336,1.41E-18,,,,,,
SPBC17A3.01c,-0.372804053,0.010970843,-1.035173163,1.00E-15,,,,,,
SPBC17A3.02,-1.114133731,0.000146748,-1.095006663,0.000170991,,,,,,
SPBC17A3.07,-1.16814483,5.69E-17,-1.28034727,2.63E-17,,,,,,
SPBC17A3.09c,-1.047094432,0.001581137,-0.258803109,0.424917985,,,,,,
SPBC17A3.10,-1.260917701,5.45E-05,-0.82206597,0.003608629,,,,,,
SPBC17D1.03c,-2.177828004,4.07E-19,-1.696542205,8.31E-15,,,,,,
SPBC17D1.06,-0.794837701,1.44E-06,-1.84590452,1.58E-54,,,,,,
SPBC17D1.17,-1.371387414,1.63E-11,-1.058527652,6.57E-07,,,,,,
SPBC17D11.01,1.323531931,2.50E-21,1.114424458,4.72E-21,,,,,,
SPBC17D11.08,1.109795092,2.44E-14,1.117399266,1.88E-18,,,,,,
SPBC17F3.01c,2.80743358,1.79E-80,2.534549977,1.67E-63,,,,,,
SPBC17F3.02,1.570467505,3.42E-20,1.144080871,1.45E-18,,,,,,
SPBC17G9.05,-3.806982931,3.51E-07,-4.08588232,1.42E-06,,,,,,
SPBC17G9.06c,-2.146495937,5.89E-34,-2.206975145,1.62E-44,,,,,,
SPBC17G9.07,-1.64216387,6.66E-29,-1.857405323,3.34E-78,,,,,,
SPBC17G9.08c,0.821214943,8.67E-08,1.126571663,1.69E-29,,,,,,
SPBC17G9.09,-1.168604193,2.72E-19,-1.703137456,7.00E-50,,,,,,
SPBC17G9.10,-1.080797688,7.45E-07,-0.896015374,7.85E-09,,,,,,
SPBC17G9.12c,0.048779597,0.812684758,1.08576083,1.80E-18,,,,,,
SPBC17G9.13c,0.827822856,0.000446312,1.485264581,1.28E-14,,,,,,
SPBC1826.01c,1.932908475,6.83E-38,1.504332472,3.20E-39,,,,,,
SPBC1861.02,1.255846168,2.34E-08,1.299269543,4.80E-15,,,,,,
SPBC1861.07,-1.058095499,0.214903483,-1.518931305,0.099999337,,,,,,
SPBC1861.08c,-0.427423937,0.02251427,-1.032375841,1.42E-09,,,,,,
SPBC18E5.01,-1.133290952,2.68E-08,-1.18594608,8.43E-21,,,,,,
SPBC18E5.03c,-1.649725172,9.07E-09,-1.483921967,7.22E-09,,,,,,
SPBC18E5.12c,-0.971955929,6.76E-07,-1.268176237,1.46E-11,,,,,,
SPBC18E5.13,-2.102183007,4.31E-08,-1.63901405,3.45E-09,,,,,,
SPBC18H10.05,2.303810238,1.82E-45,2.652504164,9.18E-69,,,,,,
SPBC18H10.06c,-1.479454545,4.77E-07,-1.050338174,0.000172434,,,,,,
SPBC18H10.11c,-1.146798107,0.002023285,-1.154785286,0.004311615,,,,,,
SPBC18H10.15,-0.955288004,0.00010035,-1.257068216,7.55E-11,,,,,,
SPBC1921.06c,1.965519061,1.85E-23,1.596275205,1.18E-15,,,,,,
SPBC19C2.02,-3.737263523,8.89E-06,-4.962130541,1.19E-05,,,,,,
SPBC19C2.04c,2.479606285,2.74E-54,1.925679009,3.51E-41,,,,,,
SPBC19C2.05,4.396323813,2.12E-232,4.659002138,8.16E-195,,,,,,
SPBC19C2.06c,0.81488832,0.173105496,1.904230715,3.40E-05,,,,,,
SPBC19C2.09,2.003454848,1.90E-50,1.062653257,1.10E-21,,,,,,
SPBC19C2.11c,1.576541509,2.23E-26,2.241139483,4.32E-78,,,,,,
SPBC19C2.12,-1.284138619,0.000666245,-1.650470241,5.12E-07,,,,,,
SPBC19C2.14,-1.506879768,1.22E-09,-1.311283119,2.07E-09,,,,,,
SPBC19C2.15c,-1.652876679,2.74E-20,-1.864682695,9.87E-29,,,,,,
SPBC19C7.01,-1.030565823,2.28E-07,-0.806870573,8.55E-06,,,,,,
SPBC19C7.02,1.288301781,1.30E-20,1.332028141,1.53E-26,,,,,,
SPBC19C7.03,1.652825758,4.24E-35,1.822361239,2.23E-59,,,,,,
SPBC19C7.04c,10.31284031,0,9.623709356,0,,,,,,
SPBC19C7.05,2.531132313,1.74E-45,2.122157367,8.05E-26,,,,,,
SPBC19C7.06,-0.104843449,0.538110595,-1.076504243,9.43E-24,,,,,,
SPBC19C7.07c,-1.047297859,5.63E-07,-1.656992387,4.05E-14,,,,,,
SPBC19C7.10,0.670370544,0.000198842,1.539423297,9.34E-55,,,,,,
SPBC19F5.01c,2.596120089,1.92E-23,2.545363926,2.47E-79,,,,,,
SPBC19F5.02c,-0.345657407,0.339616093,-1.59357963,7.70E-05,,,,,,
SPBC19F8.02,-2.029824668,7.28E-21,-2.048247232,2.56E-21,,,,,,
SPBC19F8.06c,2.294718472,0.000647846,3.368166868,1.09E-09,,,,,,
SPBC19F8.07,1.777814518,2.02E-15,1.488408328,2.71E-20,,,,,,
SPBC19G7.04,-1.13254451,0.000204909,-1.447196647,4.26E-06,,,,,,
SPBC19G7.05c,3.479043131,4.72E-172,3.177519378,3.21E-237,,,,,,
SPBC19G7.06,1.579198888,9.74E-05,1.887306343,3.04E-11,,,,,,
SPBC19G7.13,1.245819687,3.95E-18,1.037200585,1.48E-16,,,,,,
SPBC19G7.14c,-1.200930415,2.78E-05,-1.024788838,0.000145362,,,,,,
SPBC19G7.19,-1.904932432,6.80E-12,-1.602034142,2.62E-09,,,,,,
SPBC1A4.01,-1.765294701,0.00049857,-0.923498115,0.040941699,,,,,,
SPBC1A4.05,-1.43922304,5.07E-15,-0.98257372,5.26E-09,,,,,,
SPBC1A4.10c,-1.347558462,0.022724416,-1.743566457,0.01225243,,,,,,
SPBC1D7.01,-0.71113128,0.033484152,-1.353881665,0.000137154,,,,,,
SPBC1D7.02c,4.499616607,1.43E-133,5.980249144,0,,,,,,
SPBC1D7.03,4.725350725,2.70E-118,4.373765803,4.23E-265,,,,,,
SPBC1D7.04,-1.182715335,6.12E-19,-0.817167961,1.18E-12,,,,,,
SPBC1E8.04,-1.731232667,0.109123102,0.570983451,0.518695477,,,,,,
SPBC20F10.01,-1.882860117,2.92E-12,-2.258921344,4.24E-16,,,,,,
SPBC20F10.08c,-0.723019741,0.000194891,-1.14118819,2.16E-10,,,,,,
SPBC20F10.09,-1.460388371,1.73E-06,-1.784323675,1.04E-13,,,,,,
SPBC20F10.10,2.208382179,2.04E-20,2.190267427,2.94E-15,,,,,,
SPBC21.02,-2.425062065,0.027141922,-3.229931854,0.011238839,,,,,,
SPBC21.04,-1.753799313,9.82E-06,-1.676039313,5.01E-05,,,,,,
SPBC21.05c,-2.568902951,0.035178322,0.180247119,0.862954211,,,,,,
SPBC21.06c,1.051599061,5.98E-06,1.339591091,3.36E-14,,,,,,
SPBC211.02c,-1.406762577,5.42E-13,-1.471312348,1.97E-15,,,,,,
SPBC211.04c,0.780994762,1.92E-07,1.105394249,1.39E-20,,,,,,
SPBC211.06,-0.738402617,0.000161808,-1.119975666,1.48E-09,,,,,,
SPBC211.07c,0.979865446,6.72E-06,1.583838904,1.08E-22,,,,,,
SPBC215.04,1.096149241,0.001110196,1.042386931,0.002882368,,,,,,
SPBC215.06c,-0.123057823,0.589535456,-1.112673668,8.99E-09,,,,,,
SPBC215.09c,-1.206150778,1.47E-06,-0.828500189,3.97E-16,,,,,,
SPBC215.10,-1.393402477,6.76E-09,-2.068736027,4.20E-21,,,,,,
SPBC215.13,1.187145152,1.82E-12,1.305530941,6.37E-20,,,,,,
SPBC216.03,1.13657759,6.60E-11,1.258383254,3.85E-17,,,,,,
SPBC216.04c,-2.865901501,6.28E-06,-1.897825286,0.0004211,,,,,,
SPBC216.05,1.480453139,1.07E-11,1.850791764,1.65E-31,,,,,,
SPBC216.06c,0.728701718,0.001014644,1.038215004,2.26E-08,,,,,,
SPBC216.07c,1.363889095,7.56E-22,1.181234142,2.59E-29,,,,,,
SPBC21B10.06c,-1.269290401,1.97E-11,-0.64934255,1.59E-05,,,,,,
SPBC21B10.07,1.718140106,8.73E-36,1.397166829,5.26E-34,,,,,,
SPBC21B10.08c,-1.080948628,1.26E-10,-0.565077838,7.38E-07,,,,,,
SPBC21C3.01c,2.713589023,1.11E-56,3.148095891,3.87E-110,,,,,,
SPBC21C3.03,1.570640133,5.67E-18,1.31187869,1.55E-13,,,,,,
SPBC21C3.08c,-0.755853574,1.85E-05,-1.524010673,3.83E-43,,,,,,
SPBC21C3.09c,-0.183970197,0.633028638,-1.261017031,0.00322833,,,,,,
SPBC21C3.13,-1.498364185,1.81E-29,-0.973255537,1.69E-14,,,,,,
SPBC21C3.15c,-1.231863111,5.71E-14,-1.568270662,2.76E-38,,,,,,
SPBC21C3.20c,1.449756074,8.28E-24,2.18303524,1.04E-83,,,,,,
SPBC21D10.05c,-0.744231829,1.11E-05,-1.017813512,2.63E-16,,,,,,
SPBC21D10.06c,1.124340281,4.68E-11,2.241367918,4.26E-48,,,,,,
SPBC21D10.08c,-1.297951253,0.324756049,-1.314694285,0.378046056,,,,,,
SPBC21D10.09c,1.906928305,2.67E-51,1.382895348,4.22E-24,,,,,,
SPBC21H7.05,-1.819997939,2.98E-16,-1.505285942,7.88E-12,,,,,,
SPBC21H7.06c,-1.3582661,7.93E-05,-1.4412343,4.02E-05,,,,,,
SPBC23E6.01c,2.652634232,8.08E-84,2.862339341,2.09E-171,,,,,,
SPBC23E6.09,2.897350291,2.72E-107,3.410148501,1.04E-224,,,,,,
SPBC23E6.10c,-0.580805801,0.000478604,-1.280657243,4.06E-11,,,,,,
SPBC23G7.04c,2.591614715,1.07E-41,2.532871005,7.11E-50,,,,,,
SPBC23G7.06c,1.569169501,1.54E-25,1.690968992,4.24E-54,,,,,,
SPBC23G7.07c,-1.040256438,1.33E-08,-1.915262368,1.37E-25,,,,,,
SPBC23G7.08c,0.373171235,0.014736098,1.949867901,3.09E-20,,,,,,
SPBC23G7.10c,-0.029078753,0.904552808,1.030355065,8.41E-11,,,,,,
SPBC24C6.04,-1.058430936,2.75E-11,-1.342123146,5.49E-41,,,,,,
SPBC24C6.06,2.378327405,1.50E-40,1.70864024,4.49E-20,,,,,,
SPBC24C6.11,-1.539446015,0.209893269,-2.25819323,0.101131398,,,,,,
SPBC25B2.01,-0.627676751,0.000300337,-1.425157923,8.35E-17,,,,,,
SPBC25B2.02c,2.301171301,3.29E-53,1.091780459,3.57E-14,,,,,,
SPBC25B2.03,1.378374593,2.08E-13,1.531249054,1.51E-40,,,,,,
SPBC25B2.04c,-1.835626031,0.005531146,-1.799798881,0.0079515,,,,,,
SPBC25B2.05,-0.313084172,0.048815151,-1.343836342,2.50E-12,,,,,,
SPBC25B2.06c,-1.765977366,1.10E-14,-1.925785678,6.80E-15,,,,,,
SPBC25B2.10,1.533805334,7.57E-22,1.468047479,8.36E-23,,,,,,
SPBC25D12.03c,-1.77364392,9.94E-32,-1.751292976,1.85E-47,,,,,,
SPBC25D12.05,-0.884577616,2.55E-07,-1.322191238,3.60E-18,,,,,,
SPBC25H2.04c,-0.795747317,0.000550828,-1.163095243,1.18E-07,,,,,,
SPBC25H2.05,-1.932494596,1.37E-40,-2.195165833,2.31E-89,,,,,,
SPBC25H2.09,-0.759792067,0.003221055,-1.138362249,9.30E-07,,,,,,
SPBC25H2.12c,-0.667869157,0.000206824,-1.021336148,3.61E-18,,,,,,
SPBC25H2.13c,1.376915365,1.83E-22,1.336626092,1.29E-28,,,,,,
SPBC25H2.18,-1.592689033,8.53E-08,-1.571196986,2.33E-07,,,,,,
SPBC26H8.01,-1.971530309,3.74E-35,-0.834830688,1.22E-15,,,,,,
SPBC26H8.02c,1.743248971,3.95E-22,1.443236917,1.88E-40,,,,,,
SPBC26H8.03,-1.769992224,8.09E-44,-2.343996629,6.69E-105,,,,,,
SPBC26H8.07c,-1.142043173,3.85E-19,-1.270108993,1.73E-26,,,,,,
SPBC26H8.11c,-0.456702256,0.017627714,-2.608020568,1.91E-73,,,,,,
SPBC26H8.12,0.975260568,2.19E-11,1.172242412,5.30E-25,,,,,,
SPBC27.05,-1.298502577,0.037300516,-2.000985546,0.006698983,,,,,,
SPBC27.06c,-1.794693166,6.03E-19,-2.037535721,1.11E-24,,,,,,
SPBC27.08c,-1.106234193,6.56E-07,-1.048070316,7.58E-17,,,,,,
SPBC27B12.02,-1.106011071,0.000750782,-1.431758578,0.000159194,,,,,,
SPBC27B12.03c,1.62786034,1.25E-28,1.401363393,1.49E-31,,,,,,
SPBC27B12.06,-1.008882056,2.41E-06,-0.60777931,0.000239511,,,,,,
SPBC27B12.08,1.526688467,1.73E-31,1.275016247,1.97E-30,,,,,,
SPBC27B12.11c,1.841456727,9.67E-42,1.794476099,3.29E-50,,,,,,
SPBC27B12.14,-1.787307886,1.66E-05,-1.389066018,4.61E-09,,,,,,
SPBC28E12.04,-1.051357431,0.001255262,-1.545165269,1.82E-11,,,,,,
SPBC28E12.06c,2.597079188,1.14E-50,3.128488846,2.65E-122,,,,,,
SPBC28F2.06c,-0.995834982,0.000347239,-1.185449265,5.11E-05,,,,,,
SPBC28F2.10c,-1.119843885,6.64E-12,-1.058103321,1.04E-11,,,,,,
SPBC28F2.11,-1.020168369,2.66E-14,-0.763289184,1.28E-11,,,,,,
SPBC28F2.12,1.252946435,2.75E-16,1.424885668,6.45E-58,,,,,,
SPBC29A10.02,2.656473792,2.32E-15,2.964109554,2.53E-26,,,,,,
SPBC29A10.06c,-1.112687347,0.000301951,-1.982790387,1.09E-07,,,,,,
SPBC29A10.08,0.200651124,0.455972579,-1.496667654,7.83E-07,,,,,,
SPBC29A10.12,-1.004463509,8.94E-12,-1.660005184,7.11E-33,,,,,,
SPBC29A10.14,1.661514006,1.94E-05,2.149448472,1.54E-14,,,,,,
SPBC29A10.15,-2.162835713,0.082153608,-2.41759413,1.94E-09,,,,,,
SPBC29A3.01,1.67781989,1.20E-18,1.242122131,1.51E-24,,,,,,
SPBC29A3.03c,1.296812907,2.84E-07,1.33589935,4.83E-18,,,,,,
SPBC29A3.05,-0.673961607,0.064354218,-1.188461008,0.002900791,,,,,,
SPBC29A3.07c,-0.919877024,0.000848722,-1.055141752,0.000273728,,,,,,
SPBC29A3.08,2.198241557,4.38E-34,1.837235169,1.09E-21,,,,,,
SPBC29A3.09c,-0.755819656,4.51E-07,-1.136691361,7.60E-18,,,,,,
SPBC29A3.15c,-0.823558099,4.70E-07,-1.290313305,7.97E-16,,,,,,
SPBC29A3.17,1.419907879,1.82E-11,1.686607536,8.58E-19,,,,,,
SPBC29B5.01,2.514660967,3.92E-89,2.96272226,1.01E-190,,,,,,
SPBC29B5.02c,5.605628571,3.38E-241,5.553976918,2.51E-212,,,,,,
SPBC29B5.04c,-0.239715022,0.192653456,-1.001662139,2.61E-13,,,,,,
SPBC2A9.02,-1.429259191,5.07E-12,-0.179118234,0.358599926,,,,,,
SPBC2A9.04c,0.631722622,1.37E-05,1.174791048,5.74E-25,,,,,,
SPBC2A9.05c,-1.418783108,7.08E-11,-1.19027878,8.89E-13,,,,,,
SPBC2A9.06c,-1.09154775,6.17E-09,-1.580119944,4.89E-17,,,,,,
SPBC2A9.07c,-2.811441007,2.23E-08,-3.420788146,7.47E-09,,,,,,
SPBC2A9.10,-1.576757958,1.06E-06,-1.668955984,5.79E-07,,,,,,
SPBC2A9.11c,-1.234758245,9.43E-10,-0.879138062,1.36E-06,,,,,,
SPBC2A9.12,-1.45097904,6.60E-06,-1.264985083,0.000174653,,,,,,
SPBC2D10.03c,-1.749055049,4.23E-11,-1.271035444,1.41E-09,,,,,,
SPBC2D10.04,2.26954362,4.91E-60,3.099413294,8.42E-231,,,,,,
SPBC2D10.06,2.069794035,4.97E-19,1.846211029,4.30E-14,,,,,,
SPBC2D10.08c,-0.8169884,0.003743378,-1.229527943,3.53E-06,,,,,,
SPBC2D10.09,-0.8928185,8.86E-06,-1.739876667,6.97E-16,,,,,,
SPBC2D10.10c,-0.849410913,4.70E-05,-1.167147309,1.62E-14,,,,,,
SPBC2D10.11c,-0.837513326,1.79E-08,-1.044851109,9.21E-17,,,,,,
SPBC2D10.13,-1.250050229,1.72E-05,-0.919856461,0.000360876,,,,,,
SPBC2D10.15c,-0.801402946,0.003211424,-1.131807325,0.000362843,,,,,,
SPBC2D10.19c,-1.400993431,5.00E-05,-2.329845066,8.03E-10,,,,,,
SPBC2F12.05c,1.585064465,9.91E-39,1.072793403,2.31E-25,,,,,,
SPBC2F12.08c,-1.447618991,2.17E-06,-1.609909351,4.18E-07,,,,,,
SPBC2F12.11c,-2.552887123,4.11E-31,-2.067305476,5.28E-34,,,,,,
SPBC2F12.15c,1.331983173,6.97E-12,1.207569038,3.72E-11,,,,,,
SPBC2G2.03c,-1.443821327,7.94E-21,-1.704384418,4.97E-35,,,,,,
SPBC2G2.09c,1.669693083,0.063916288,4.775983482,1.64E-21,,,,,,
SPBC2G2.10c,-1.390720513,0.000170823,-0.219265112,0.523350964,,,,,,
SPBC2G2.11,-0.959996597,1.23E-11,-1.266418076,3.06E-25,,,,,,
SPBC2G2.15c,-1.291409746,0.327104121,-1.306809385,0.380496385,,,,,,
SPBC2G2.17c,7.847060299,5.57E-31,6.4154449,4.76E-18,,,,,,
SPBC2G5.06c,-1.076810606,1.39E-12,-1.058299326,4.87E-26,,,,,,
SPBC2G5.07c,-1.180254685,4.73E-09,-1.279116624,4.27E-12,,,,,,
SPBC30B4.01c,5.905371609,7.04E-206,5.550531298,3.70E-115,,,,,,
SPBC30B4.06c,-1.793833595,4.40E-17,-1.70220404,1.49E-20,,,,,,
SPBC30B4.07c,-1.514423929,7.49E-11,-1.398605769,3.75E-11,,,,,,
SPBC30B4.08,-1.912460679,0.001488153,-0.237805433,0.64441238,,,,,,
SPBC30D10.10c,1.288416394,1.00E-21,1.200263934,1.17E-19,,,,,,
SPBC30D10.11,-1.288269166,0.001285169,-0.926794786,0.014509916,,,,,,
SPBC30D10.16,-1.065279124,4.68E-08,-1.204526735,2.38E-11,,,,,,
SPBC30D10.21,-1.941462374,0.000622064,-1.584345046,0.00027224,,,,,,
SPBC31A8.02,2.244604364,1.17E-06,3.809670143,1.41E-29,,,,,,
SPBC31E1.01c,1.542081056,2.13E-16,2.206496664,7.01E-78,,,,,,
SPBC31E1.02c,2.535079793,1.60E-67,2.167028683,3.86E-98,,,,,,
SPBC31F10.09c,-1.81076212,2.69E-09,-1.502589342,6.69E-09,,,,,,
SPBC31F10.10c,2.163486346,8.48E-67,2.032182802,1.12E-96,,,,,,
SPBC31F10.12,-1.30943553,3.60E-10,-1.369907742,4.54E-12,,,,,,
SPBC31F10.15c,-1.322790568,1.50E-07,-2.147638824,1.82E-26,,,,,,
SPBC31F10.17c,-1.155083492,1.95E-05,-2.209916289,4.55E-10,,,,,,
SPBC32C12.02,7.226305359,0,5.812511291,0,,,,,,
SPBC32F12.01c,2.426073566,1.37E-62,1.808453327,9.86E-50,,,,,,
SPBC32F12.06,-1.412432276,0.000336742,-1.436368903,1.51E-05,,,,,,
SPBC32F12.11,1.622865372,1.55E-08,1.428444957,7.02E-41,,,,,,
SPBC32F12.17,2.355939408,8.77E-21,3.01236853,2.03E-44,,,,,,
SPBC32H8.02c,5.531262869,1.79E-292,5.920026942,0,,,,,,
SPBC32H8.07,2.845448107,1.48E-57,2.505149669,5.29E-42,,,,,,
SPBC32H8.11,2.968888997,4.32E-33,4.010698566,1.91E-59,,,,,,
SPBC32H8.13c,1.975076698,8.44E-36,2.179928217,4.95E-58,,,,,,
SPBC32H8.15,3.827988277,2.81E-09,4.544289144,8.81E-18,,,,,,
SPBC336.01,-0.933176363,3.46E-07,-1.22217456,7.48E-09,,,,,,
SPBC336.03,2.182080653,2.40E-58,2.026454069,1.42E-51,,,,,,
SPBC336.11,-0.770449997,0.000342925,-1.211129833,4.38E-11,,,,,,
SPBC337.05c,-0.802285212,6.89E-09,-1.569693428,8.50E-30,,,,,,
SPBC337.09,-1.32882785,4.38E-11,-1.255552882,2.29E-11,,,,,,
SPBC337.12,0.388119704,0.042999742,1.076056187,1.13E-18,,,,,,
SPBC337.13c,-0.881470635,0.000159441,-1.157653465,4.59E-07,,,,,,
